"number","text","code","Anmerkung"
"317","Migration ist und bleibt die große Schicksalsfrage für unser Land und unseren Kontinent.
Man mag eine Pro-Migrations-Haltung einnehmen und für eine Änderung der Gesetze und Umbau Deutschlands in ein... https://t.co/rpR4sqqsc8","",""
"328","Liebe @PriskaHinz, wir freuen uns auf dich, der Kaffee ist schon fertig :-) @Gruene_MR https://t.co/cY7cmWh5o9","",""
"330",".@BarackObama","",""
"333","Das aktuelle ZDF-Politbarometer<U+0001F4CA> ist ein starkes Signal für die letzten Stunden. Unser Kurs aus #Vernunft und #Leidenschaft wird anerkannt, danke! Deutlich wird auch: Am Sonntag kommt es darauf an, unsere #Gesellschaft zu stärken. #Grün wählen für Demokratie und Vielfalt! #ltwHE https://t.co/PTs8qRdhHg","",""
"335","Yeah, so macht das #Pendeln<U+0001F6B2> der #Zukunft Spaß. Heute wurden bei einer Podiumsdiskussion die Pläne für den #Radschnellweg zwischen #Frankfurt und #Darmstadt vorgestellt. #GRÜNwirkt für die #Mobilität der Zukunft. @talwazir https://t.co/QSVaWSduOz https://t.co/yhGlKdivs8","",""
"336","Wir machen unser Hinterland noch schöner und bunter. @Gruene_MR @Maximilian_Walz https://t.co/qRgKJ7CVz6","",""
"339","„Ihr habt Hessen eine andere Richtung gegeben!“ @ABaerbock auf unserem Wahlkampfhöhepunkt! #ltwHE #vernunftgestaltetgeiler","",""
"340","Hessen ist  Spitze im #Ökolandbau! Seit 2013 ist die Ökoanbaufläche um fast 50 % gestiegen. 

Umweltministerin @PriskaHinz:  ""Damit sind 14,5 % der landwirtschaftlichen Fläche in Hessen Öko. Das ist ein überwältigender Erfolg unseres Ökoaktionsplans.“

https://t.co/zitY2VSEV5 https://t.co/H8mOHFMK8t","",""
"341","""Nur mit den #Grünen gibt es echten #Klimaschutz. Diesen Sommer hat jeder verstanden, dass wir die Klimakatasrophe vor der Haustür haben."" @PriskaHinz #LTWHE https://t.co/0Used8Kk42","",""
"342","Die erste digitale Dorflinde ist von @talwazir in Biedenkopf, in meinem Landkreis gepflanzt. Wir fördern mehr Öffentliche WLAN-Hotspots in Kommunen. Hessen gehört zu den bestversorgten Flächenländern bei der Breitbandversorgung und unser Ziel ist 1 Gigabit pro Sekunde bis 2025. https://t.co/R12sZSLgpU","",""
"344","""Die #Gleichberechtigung ist nicht vom Himmel gefallen - sie wurde erkämpft. Und jetzt gibt es Leute da draußen, die dieses offene, freie, demokratische Deutschland von rechts außen bekämpfen."" @talwazir #LTWHE #VernunftStattPopulismus https://t.co/lgUtecElGM","",""
"346","Diese frühe Prägung für ein völlig krankes Körperbild macht mich bei der Film-Auswahl für meine drei Mädchen auch immer wieder wütend. Und später kommen dann #bellybuttonchallenge #tighgap. Wir müssen dran bleiben #Mermaidthighs #notheidisgirl und vielleicht #lassMajaMajableiben https://t.co/A1QcFx2Lkp","",""
"349","Hammer Stimmung beim Open-Air-Townhall in #Marburg! Für eine Regierung mit Haltung und Tatkraft für #Klimaschutz, #Verkehrswende und #Gerechtigkeit: Am Sonntag @Angela_Dorn und @gruenehessen wählen! <U+0001F33B><U+0001F6B2><U+0001F1EA><U+0001F1FA> #ltwhe https://t.co/IitXaXOWuu","",""
"350","Über 400 Leute in Marburg bei der Townhall mit @PriskaHinz und @RobertHabeck inklusive tosendem Applaus am Ende  - vielen Dank an Euch beide. So geht Begeisterung für Politik! #VernunftStattPopulismus #GrünStattGroKo @gruenehessen @Gruene_MR @laaz https://t.co/7mnOVSYeYr","",""
"355","Fraktionssitzung @gruenehessen vor der Plenarwoche #HLT unsere ‚Aktuelle Stunde‘ am Donnerstag: Hessen ist offen, bunt und vielfältig - #Diskriminierung und #Menschenfeindlichkeit haben hier keinen Platz <U+0001F33B><U+0001F49A><U+0001F33B> https://t.co/np5oNcAQBJ","",""
"356","Na, heute mal ausgeschlafen? Oder wieder von den Kindern<U+0001F476> geweckt? Wenn das auch am 28. Oktober so ist: gleich los ins Wahllokal. Oder halt #Briefwahl<U+2709><U+FE0F>. Hier jedenfalls ein paar Gründe für Euch, #GRÜN<U+0001F33B> zu wählen. #LtwHE https://t.co/HKn1m6IHjq","",""
"357","""In Deutschland nannte man die Leute Gastarbeiter. Typisch deutsch: Kein Land der Welt würde Gäste arbeiten lassen."" 
Großartig, @ArminLaschet https://t.co/veemyMgTn8","",""
"360","@Angelik62679413 @gruenehessen @PriskaHinz Ja!","",""
"361","Nachdem die #Autoindustrie beschissen hat und jetzt auch in #Frankfurt #Fahrverbote drohen, dreht die #GroKo in Berlin weiter Däumchen. Schluss damit! #Hessen fordert #Diesel-Nachrüstungen auf Kosten der Hersteller https://t.co/RScYf1nwKJ @Angela_Dorn @PriskaHinz #Dieselgate https://t.co/XliNmZcB96","",""
"365","Ich bin gerade mit dem #HessischerJugendring für mehr Jugendrechte #indenRing gestiegen. #ltwhe https://t.co/xt72NjVFth","",""
"369","Ihr seid der Hammer @gruenehessen !!! Ich freue mich so sehr für euch <U+0001F49A>
Die nächsten Wochen stehen spannende Sondierungen an. #Hessenwahl2018 #ltwHe https://t.co/P0g7gv4vo1","",""
"370","Beharrlichkeit und Vernunft zahlen sich langsam aus. Merkel kündigt #Hardware-#Umrüstungen an.  Blockadehaltung von #Scheuer bröckelt. Jetzt noch der 2. Schritt: Getäuschte Autofahrer dürfen nicht auf Kosten sitzen bleiben. #GrünWirkt @PriskaHinz @talwazir https://t.co/u1PDXi3nEb","",""
"375","Heute, 12 Uhr, Tarek Al-Wazir vor der Mensa treffen und Ihre/Deine Fragen stellen!
#ltwHE https://t.co/MWDTUjtOr5","",""
"377","Ihr habt Fragen? Wir @gruenehessen  antworten Euch auf WhatsApp und Threema - von 6:00 bis 24:00 und bis die Wahlurnen schließen. https://t.co/rmJTIPgjVX","",""
"379","Yeah! #Bäume<U+0001F333>pflanzen  ist unser Ding, auch wenn es digitale Dorflinden sind. Für schnelleres Internet auch auf dem Land investieren wir in öffentliches #WLAN und #Breitbandausbau. Für mehr digitale und analoge Bäume bei der #LtwHE am 28. Oktober #GRÜN wählen! @talwazir https://t.co/BPZ2ewJ478","",""
"380","#hessen2025: Wir #GRÜNE haben der Politik in #Hessen eine neue Richtung gegeben und wollen auf dem eingeschlagenen Kurs Fahrt aufnehmen. Heute haben @MFeldmayer und @daniel_may_kb unsere Konzepte für #Künstler*innen und für #Hochschulen vorgestellt: https://t.co/3RwR2uIqTu https://t.co/Mbp2MO6FAY","",""
"387","So ist es leider. https://t.co/ebz2lpDAl5","",""
"388","Umzug im Landtag zum neuen Jahr - Bürotausch mit unserem neuen PGF @JFroemmrich und meine Couch hat sogar noch reingepasst. Hallo liebe KollegInnen im 2. Stock @MFeldmayer @eva_goldbach @FPKaufmann @HildeFoerster sowie Karin Müller, Sigrid Erfurth und Ursula Hammann https://t.co/2UGRdLQJuW","",""
"391","Hervorragende Chancen auf ein erstes @gruenehessen-Direktmandat hat dieser Mann: @marcusbocklet im @grueneffm-Wahlkreis 38. #ltwHE #gruenekoepfe #hrWAHL https://t.co/FUvFl5nAAd @Angela_Dorn","",""
"392","Starker Auftritt von @cem_oezdemir als leidenschaftlicher Kämpfer für Demokratie und eine Politik mit Haltung. Mehr als 200 Menschen haben mit uns in #Marburg in ihrer Mittagspause diskutiert oder über offene Fenster zugehört. Ein großer Dank an Dich, lieber Cem von @Gruene_MR <U+0001F49A> https://t.co/55gSQ1VC35","",""
"394","Beste Stimmung bei <U+2066>@gruenehessen<U+2069> beim Wahlkampfabschluss mit <U+2066>@talwazir<U+2069> und <U+2066>@PriskaHinz<U+2069> und <U+2066>@ABaerbock<U+2069> Sie hoffen auf deutliche Stimmengewinne bei #Hessenwahlen am Sonntag. Nachher neueste Zahlen im <U+2066><U+2066>@heutejournal<U+2069> #Politbarometer https://t.co/0pZHbfJ4Qd","",""
"396","Peinlich &amp; unverantwortlich: #Deutschland reißt nicht nur nationale #Klimaziele sondern selbst EU #Klimavorgaben 2020 werden NICHT eingehalten! der angebliche Musterschüler muss  1mals Ablass zahlen.  Von Nachbesserungen #Klima reden  #Groko Verhandler nicht...","",""
"397","27,4% - herzlichen Glückwunsch zu einem Riesenergebnis, liebe @ellen_enslin! https://t.co/8pih9oWukg","",""
"400","An dieser Stelle mal ein dreifaches Hoch auf meine @Gruene_MR . Toller Einsatz in diesem Wahlkampf. Danke <U+0001F49A>! https://t.co/a0dsAaoMrE","",""
"403","Leidenschaft für Demokratie. Ministerpräsident Winfried Kretschmann startet unkonventionell in die Diskussion über die offene Gesellschaft: „Das Schöne am Sex ist ja, dass er Vielfalt produziert‘“ <U+0001F609> @talwazir @GrueneDA @gruenehessen @PhiKraemer @HildeFoerster #ltwHE","",""
"404","#Kretschmann: „Relevanz entscheidet. Wer nur als Wahrheitsapostel durch die Gegend läuft, bleibt in der Regel unter 5 Prozent.“ #ltwHE @talwazir @gruenehessen https://t.co/19PhfeFRUl","",""
"405","Es war unglaublich! Gestern Abend in #Marburg waren über 400 Leute gekommen, um mit @RobertHabeck und mir über #Demokratie, Klimaschutz, die Energiewende, Landwirtschaft und Bildung zu diskutieren! In #Hessen bewegt sich etwas! #Haltung statt Populismus! <U+0001F929> #ltwHE https://t.co/EYQZRHqYbn","",""
"409","Zur Erinnerung: Das ist die aktuelle Zahlenbasis des Streits - Gesamtzahlen für die EU (Quelle @Andreas__Rinke) #Unionsstreit #Asylstreit https://t.co/yc5RbIXrxb","",""
"413","Liebe @faznet, das Beispiel, welche weiteren Angriffe publik wurden, „etwa der von rund einem Dutzend Neonazis auf das koschere Restaurant in Chemnitz, wo vermummte Täter „Hau ab aus Deutschland, du Judensau“ gerufen hatten.““ stimmt nicht. @SZ war vorher https://t.co/h6OTUaOTSi","",""
"418","Wir freuen uns riesig für Deniz Yücel. Er ist endlich aus seiner Haft in der Türkei entlassen worden. Wir streiten weiter für alle, die dort zu Unrecht im Gefängnis sitzen! #FreeDeniz https://t.co/QiVySrkhC3","",""
"421","Danke an diese starken Mädchen im Video - der Hass, der auf Euch einprasselt ist eine Schande. Ich weiß noch wie schwer gerade dieses Alter für mich war. Oft überlege ich wie ich meine drei kleinen Mädchen empowern kann. Ihr seid klasse. Love Wins #GNTM #keinBildfuerHeidi https://t.co/haTQJJHJze","",""
"423","Hatte zwar selber nicht die Eier, es besser zu machen, aber erklär' Euch trotzdem die Welt. Aber jetzt muss ich weiter in meiner Limousine. Welt erklären und so, Trendwenden und all das. Ihr wisst schon. https://t.co/lbQS6mgjFC","",""
"426","Und was macht die angehende Große Koalition aus CDU und SPD in Berlin? Verabschiedet sich von den Klimaschutzzielen.  Ich wünsche mir von der künftigen Bundesregierung mehr Mut, an den wichtigen Themen für unser Land zu arbeiten. https://t.co/pSmySImGZg","",""
"428","Auf Nachtschicht mit der Polizei in Stadtallendorf - wichtige und wertvolle Einblicke in den oft harten Alltag und deren vielfältigen Herausforderungen. Bin beeindruckt von dem Engagement des Teams hier. https://t.co/j3tOWY0Oun","",""
"429","@PBurghardt @LucaManns Leider lag ich mit Influenza flach, im nächsten Jahr hole ich aber alles wieder auf!","",""
"430","@Gruene_Bayern @LudwigHartmann @BernhardZimmer Ich war im Urlaub dort, ein Traum, den es zu bewahren gilt. Gut, dass ihr euch kümmert.","",""
"431","EXKLUSIV: Grüne wollen Pflicht zum #Klimaschutz ins Grundgesetz aufnehmen. Damit betriebe eine Bundesregierung, die Klimaziele nicht durchsetzt, gewissermaßen Verfassungsbruch. Auch der #Atomausstieg soll der Partei nach im Grundgesetz verankert werden. https://t.co/FlQM4kxBNb","",""
"439","Frankfurt investiert 100 Millionen Euro in Nahverkehr: Der Weg durch den S-Bahn-Tunnel ist wieder frei. https://t.co/y5FA04g3kS","",""
"443","Fakt ist: #Hessen liegt dank @UmweltHessen ganz vorn beim #Sozialwohnungsbau. Alles Andere ist blabla. @PriskaHinz https://t.co/NtfrsOivYm","",""
"444","Brennende Rede für das Aufwachen in der Politik für einen realistisch-ökologischen Blick auf die Zukunftsherausforderungen von @franzalt #Klimaschutz #Energiewende #Agrarwende @gruenebromisch https://t.co/yJKXylPBfO","",""
"445","Beim launigen Sommerfest der Odenwälder GRÜNEN - Großfamilien-Feeling @gruenehessen. Als neue Ökomodellregion dreht sich heute alles um regional, ökologisch und eine nachhaltige #Agrarwende @gruenebromisch @DanyWagner_DA https://t.co/iV5xw9PLf5","",""
"447","#hessen2025: Wir #GRÜNE <U+0001F33B> haben der Politik in #Hessen eine neue Richtung gegeben und wollen auf dem eingeschlagenen Kurs Fahrt aufnehmen. Dazu stellt @daniel_may_kb unser neues Konzept für offene #Hochschulen <U+0001F3DB><U+FE0F><U+0001F469><U+200D><U+0001F3EB> und starke #Forschung <U+0001F468><U+200D><U+0001F52C> vor: https://t.co/3RwR2uIqTu https://t.co/JS0Hhs5jZT","",""
"448","Wir lernen die Besonderheiten des Bodens bzw. - klingt gleich viel schöner - des Terroir für den individuellen Geschmack eines #Weines. Der jährliche Rundgang beim #Weinfest #Wiesbaden mit Ministerin @PriskaHinz gehört sicher zu den angenehmsten Fachterminen im Jahr <U+0001F60A> @seyffardt https://t.co/4lRMnlwB4P","",""
"449","Liebe Delegierte der #bdk18,

bitte votiert beim V-Ranking für den #Jemen-Antrag (V-23). Helft uns, für eine der schlimmsten humanitären Katastrophen unserer Zeit Aufmerksamkeit zu erzeugen.

#Bitteweitererzählen 

#Yemen #Yemendies #kefayawar 

https://t.co/ZNdCj471v7","",""
"450","Es geht voran beim Ausbau der Erneuerbaren. Wir GRÜNE haben die Richtung der Politik verändert. Unter Schwarz-Gelb waren wir Schlusslicht. https://t.co/GXQ1t4fuvq","",""
"451","#Hessen ist Land des Ökoanbaus! Seit Start des #Ökoaktionsplans 2014 ist die Zahl der Ökobetriebe von 1.690 auf 2.084 angestiegen. Damit ist Hessen bundesweit unter den Spitzenreitern der ökologischen #Landwirtschaft. #GRÜNwirkt https://t.co/12BEbRh6fV @MFeldmayer @PriskaHinz https://t.co/q0r9w7FejE","",""
"452",".@talwazir ist auch der erste Kandidat seit 1958, der für eine andere Partei als CDU oder SPD ein Direktmandat bei hessischen Landtagswahlen geholt hat (sein Wahlkreis ist fertig ausgezählt). 

https://t.co/J39ZSHtBkD 

#hrWAHL #hessenwahl2018 https://t.co/NKRoowQplj","",""
"455","Klimakatastrophe? #Gleichberechtigung? Schulstress? Ihr wollt wissen, was wir #GRÜNE dafür in den nächsten fünf Jahren tun wollen? Dann fragt uns auf Whatsapp (+49 1579 2454989) oder Threema (WXBRVM36)! #LTWHE https://t.co/85R0FFV5Ye","",""
"456","Gerade mit Freude gelesen, dass meine drei landespolitischen Wünsche, die ich 2009 als jüngste Abgeordnete hatte, in Erfüllung gegangen sind oder dabei sind, realisiert zu werden. #GrünWirkt https://t.co/R6WfRvOlP3","",""
"460","Unser @talwazir steht für eine Politik, die Haltung, Vernunft und Leidenschaft verbindet. Wir @gruenehessen sind stolz einen so authentischen und klugen Spitzenkandidaten zu haben. Seine Heimat #Offenbach liebt er und kandidiert im Wahlkreis 43. @Kai_Klose https://t.co/R01LgVwqsP","",""
"462","In Kassel hängt das erste Soli #Baumhaus vor dem Bahnhof #HambacherForst #hambibleibt #Hambi #RWE #aktionunterholz #Kassel #endegelände https://t.co/sft61pYUSC","",""
"463","Für die #Frauenparty @GrueneBadVilbel  angerichtet - @kathrin_anders lüftet Blick auf veganes Buffet https://t.co/jiJDtKrqUk","",""
"465","Zur Bundestagswahl spielte das Thema #Klimaschutz und #Klimakatastrophe leider kaum eine öffentliche Rolle. Und so erleben wir es immer wieder, dabei stecken wir schon im Klimawandel. An Tagen wie heute müssen wir das Aufmerksamkeits-Fenster nutzen. Also bitte teilen! https://t.co/xhFRDaNr2d","",""
"467","@stehsatz Mir sind keine derartigen Studien bekannt.","",""
"468","Liebe Frau @SWagenknecht, mögen Sie mir bitte verraten, auf welche Studien Sie sich an dieser Stelle beziehen? Herzlichen Dank!","",""
"470","Sensation in Böblingen (Baden-Württemberg)!!!  Der grüne Stadtrat und Raumfahrtingenieur Stefan Belz (38) wird zum neuen Oberbürgermeister gewählt #grünwächst <U+0001F33B><U+0001F4AA><U+270C> https://t.co/vqyUH3DtxP","",""
"473","Welche Themen brennen euch unter den Nägeln? Unsere #GRÜNE Spitzenkandidatin @PriskaHinz ist heute um 13 Uhr bei der @fr zum #Twitterinterview. Stellt ihr eure Fragen unter #FRWahlcheck!<U+0001F33B> #LTWHE #LTWHE18 #Landtagswahl https://t.co/Kw4SchSgvq","",""
"474","Der <U+0001F1EF><U+0001F1F2>-Koalitionsvertrag sagt klar, dass @Land_SH der weiteren Aussetzung des #Familiennachzug nicht zustimmen wird. @Die_Gruenen @SH_CDU https://t.co/shKTu9dK5f","",""
"475","Nach der Hitze führt starker Regen jetzt zu Überschwemmungen. Umso wichtiger politisch auf #Klimawandel zu reagieren. Doch die #Bundesregierung schläft lieber weiter. Richtige Natur- und Umweltpolitik gibt es eben nur mit #grün <U+0001F33B><U+0001F33B><U+0001F33B>https://t.co/XH2HWIGr27","",""
"481","https://t.co/PIG55iROLV @sz","",""
"482","„Es ist etwas Schwerwiegendes passiert in jenem Teil der Gesellschaft, der sich bis heute konservativ nennt. Es wird Zeit, es als das zu benennen, was es ist: Eine Gefahr für die Demokratie.“ - sehr lesenswerter Artikel #Seehofer #CDU #CSU #Asylstreit https://t.co/GX0Ldc0VGa","",""
"490","Hessens Partei-Chefin @Angela_Dorn im Interview: „Wir gehen als eigenständige Kraft in den Wahlkampf“ https://t.co/RIX9oQpR8K","",""
"491","@RoHeinrich @ABaerbock @RobertHabeck Super Entscheidung für uns alle. Viel Freude und viel Erfolg!","",""
"494","Die verkehrspolitische Sprecherin der @gruenehessen im #hlt, @karinmuellermdl, tritt im Wahlkreis 4  in @StadtKassel direkt und auf Platz sieben unserer Landesliste an! #ltwHE #gruenekoepfe https://t.co/NcUVwcWToa @Angela_Dorn","",""
"495","Im Wahlkreis 51 kandidiert @torleveringhaus als Direktkandidat für den Landtag. Er arbeitet im Bereich Crowdworking und steht auf unserer Landesliste auf Platz 8. #ltwHE #gruenekoepfe https://t.co/3vGcFoEs7V mit @Kai_Klose","",""
"497","Super Interview mit @Angela_Dorn aus dem Jahr 2009 - 3 Wünsche geäußert und knapp 10 Jahre später: 3 Wünsche erfüllt. Politik machen lohnt sich! Grüne Politik sowieso! #Gruene https://t.co/W5EPGlZ1P3","",""
"499","@ArneThomsen_ @Michael_Meinel @SZ Das ist doch schön, dann sind für Sie auch Neuigkeiten dabei gewesen. Ich empfinde mich als gut informiert, aber ich hätte das nicht aus dem Stand jemand anderem so wiedergeben können. Manchmal braucht man jemanden, der die Puzzleteile verbindet und ergänzt.","",""
"503","Wir müssen für unsere Demokratie kämpfen - jetzt! https://t.co/WQRazggSE3","",""
"505","@timometz @talwazir Ja wir haben noch viel zu tun. @talwazir hat auch bei der Begrüßung der einzigen Bürgermeisterin gesagt, dass das hoffentlich noch mehr werden.","",""
"506","Wann versteht ihr es endlich?! Die #Ehefüralle nimmt niemanden etwas weg. Und niemandem geht es sozial besser, wenn Lesben und Schwule diskriminiert werden! #verdammtnochmal <U+0001F621> https://t.co/baOuVPqEuf","",""
